"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
0,18,2,"0",3,5,4,0,0,14827,7,17341,201,41,-1838,-1584,37,2,"1",5,3,4,1,0,16665,7,18925,230,67,1838,1584
1,19,2,"0",4,6,4,1,0,15578,6.8,17702,229,46,-1018,-1124,20,2,"1",6,4,6,0,0,16596,7,18826,240,51,1018,1124
0,20,4,"0",7,3,8,1,0,16628,6.8,17255,215,52,-105,1234,18,2,"1",3,7,5,1,1,16733,6.2,16021,213,46,105,-1234
0,17,2,"1",3,4,6,1,0,14609,6.8,16875,218,37,-2141,-2439,40,4,"0",4,3,4,1,0,16750,7.2,19314,253,51,2141,2439
0,40,3,"0",1,7,1,0,0,13325,6.6,16064,171,52,-3573,-2497,18,3,"1",7,1,12,2,0,16898,7.2,18561,230,51,3573,2497
1,23,1,"0",3,7,3,0,0,15277,6.8,17286,234,52,-2105,-88,18,4,"1",7,3,15,1,0,17382,7,17374,191,54,2105,88
0,15,1,"1",6,5,4,0,0,16287,6.6,17787,226,52,25,2,13,2,"0",5,6,9,0,0,16262,6.8,17785,226,45,-25,-2
0,55,4,"0",1,14,1,1,0,12747,6,14396,180,39,-6435,-5116,15,1,"1",14,1,10,0,0,19182,7.4,19512,227,57,6435,5116
0,13,0,"1",9,9,7,1,0,17687,6.8,18503,206,56,-609,-504,16,1,"0",9,9,13,0,0,18296,7,19007,225,60,609,504
1,14,9,"1",8,4,6,1,0,17187,7,18382,232,39,1546,61,23,4,"0",4,8,3,0,0,15641,7.2,18321,240,55,-1546,-61
0,12,2,"0",3,12,4,0,0,14015,6.4,15677,178,36,-4929,-3345,15,3,"1",12,3,16,1,0,18944,7.2,19022,228,48,4929,3345
1,20,1,"1",6,6,5,0,0,16291,6.8,18130,228,44,164,-222,13,3,"0",6,6,6,0,0,16127,7,18352,227,40,-164,222
1,14,2,"0",4,2,9,0,0,16289,7.4,19421,229,72,1025,1276,14,4,"1",2,4,1,2,0,15264,7,18145,271,48,-1025,-1276
1,17,2,"1",8,5,9,0,0,17234,7.2,18799,228,52,1474,1001,16,0,"0",5,8,5,0,0,15760,6.8,17798,201,60,-1474,-1001
0,18,2,"1",3,8,4,0,0,14663,6.6,15749,201,41,-2454,-3816,16,1,"0",8,3,8,1,0,17117,7.4,19565,213,50,2454,3816
1,18,1,"1",5,5,4,1,0,16278,7,18389,244,56,269,480,13,2,"0",5,5,5,0,0,16009,7,17909,219,60,-269,-480
1,16,2,"0",14,17,18,1,0,19025,6.8,16965,150,47,-524,-904,13,4,"1",17,14,9,1,0,19549,7,17869,185,60,524,904
1,16,2,"0",3,5,3,0,0,15366,7,17861,230,55,-1364,-87,15,2,"1",5,3,7,1,0,16730,6.8,17948,243,40,1364,87
0,16,4,"0",0,5,0,0,0,14526,6.8,17736,246,64,-2320,-1718,17,1,"1",5,0,6,1,0,16846,7.4,19454,248,60,2320,1718
1,16,3,"1",4,2,8,1,0,16547,7.2,19666,259,64,1268,1705,31,0,"0",2,4,3,0,0,15279,7,17961,249,44,-1268,-1705
1,12,1,"1",2,5,1,1,0,14936,7.2,17688,231,53,-1543,-509,14,2,"0",5,2,8,0,0,16479,7,18197,250,40,1543,509
0,16,2,"0",5,11,3,1,0,15594,6.6,16987,213,55,-2997,-2029,18,6,"1",11,5,14,0,0,18591,7.2,19016,222,46,2997,2029
0,17,1,"1",9,6,11,0,0,17416,7.2,18429,208,44,-367,-1771,13,4,"0",6,9,6,1,0,17783,7.4,20200,243,68,367,1771
0,39,3,"0",4,7,4,1,0,15722,6.8,17329,221,53,-3309,-2741,17,5,"1",7,4,9,0,1,19031,7.4,20070,230,60,3309,2741
0,37,8,"1",3,2,2,1,0,16091,7.6,20383,256,76,1188,2851,20,2,"0",2,3,3,1,0,14903,7,17532,244,56,-1188,-2851
0,25,7,"1",6,3,6,0,0,15048,7,17356,183,34,-1138,-867,17,7,"0",3,6,3,1,0,16186,7,18223,253,54,1138,867
1,16,5,"1",17,10,25,0,1,23335,7.6,20839,239,52,6790,5348,14,0,"0",10,17,11,0,0,16545,6.4,15491,129,26,-6790,-5348
1,19,2,"1",8,3,10,1,0,18272,7.2,19342,233,58,3723,3777,15,1,"0",3,8,3,1,0,14549,6.4,15565,196,51,-3723,-3777
0,23,4,"0",5,5,6,1,0,16270,7.2,18195,223,54,748,-77,39,7,"1",5,5,5,0,0,15522,6.8,18272,208,55,-748,77
1,19,2,"0",8,7,8,0,0,17298,6.4,16912,233,43,326,1472,13,5,"1",7,8,11,1,0,16972,6.4,15440,210,32,-326,-1472
1,19,3,"1",4,2,6,2,1,17230,6.6,17823,244,56,1449,-530,39,3,"0",2,4,5,0,0,15781,7,18353,229,77,-1449,530
0,16,3,"1",10,9,9,1,0,17098,6.8,17045,201,35,-635,-1011,18,6,"0",9,10,9,0,0,17733,7.2,18056,208,54,635,1011
0,18,5,"1",8,6,11,1,0,17380,7,18220,211,64,1060,488,23,4,"0",6,8,9,1,0,16320,7,17732,215,56,-1060,-488
0,12,0,"0",6,9,4,1,1,16829,6.8,17978,198,48,-489,188,21,0,"1",9,6,11,1,0,17318,6.8,17790,216,47,489,-188
0,15,3,"1",3,5,6,0,0,14538,6.8,16871,218,39,-2335,-2787,19,3,"0",5,3,6,1,0,16873,7.4,19658,236,80,2335,2787
1,23,3,"1",4,7,6,1,0,15159,6.6,17115,217,43,-2496,-2174,16,4,"0",7,4,6,1,0,17655,7.2,19289,240,52,2496,2174
0,27,2,"0",5,8,3,0,0,14874,6.6,16504,177,44,-2695,-1042,18,5,"1",8,5,14,1,0,17569,6.8,17546,249,44,2695,1042
0,18,4,"1",9,6,9,2,0,17721,7,18253,226,57,1160,939,17,6,"0",6,9,7,0,0,16561,6.8,17314,213,62,-1160,-939
1,16,2,"1",9,3,10,1,1,20273,7.2,19742,254,51,4982,1971,39,0,"0",3,9,4,0,0,15291,6.8,17771,195,74,-4982,-1971
1,13,1,"1",13,6,13,1,1,20103,6.8,17668,220,32,4688,983,12,1,"0",6,13,4,0,0,15415,6.8,16685,172,44,-4688,-983
1,19,2,"1",7,5,10,0,0,16491,6.8,17031,199,45,1774,1305,19,2,"0",5,7,5,0,0,14717,6.4,15726,170,34,-1774,-1305
1,15,4,"1",8,3,8,1,0,17640,7.2,19566,233,56,2768,2761,18,2,"0",3,8,2,0,0,14872,6.6,16805,220,52,-2768,-2761
1,26,2,"1",5,4,8,1,0,15518,6.6,16862,197,50,-686,-619,21,4,"0",4,5,5,1,0,16204,6.8,17481,249,49,686,619
0,13,1,"1",7,5,5,2,0,17381,7,18495,220,52,1418,544,15,0,"0",5,7,5,0,0,15963,6.8,17951,225,56,-1418,-544
0,16,3,"0",3,3,1,1,0,15127,7,17750,238,52,-5,-269,37,2,"1",3,3,3,0,0,15132,7,18019,203,60,5,269
0,17,2,"0",3,5,4,0,0,13794,6,14884,183,38,-4000,-2533,14,5,"1",5,3,5,0,1,17794,6.8,17417,245,44,4000,2533
1,16,2,"0",3,4,0,0,0,15139,6.8,17354,240,48,-243,799,17,1,"1",4,3,10,1,0,15382,6.6,16555,206,52,243,-799
0,19,1,"1",3,5,6,0,0,15929,7.2,18460,229,64,-709,-147,18,1,"0",5,3,10,1,0,16638,7,18607,232,68,709,147
1,23,1,"0",2,5,3,2,0,14974,7,18286,224,60,-726,-31,15,5,"1",5,2,5,0,0,15700,7,18317,216,61,726,31
1,16,1,"0",11,4,18,1,0,19695,7.2,19512,258,48,3936,2111,12,2,"1",4,11,4,1,0,15759,7,17401,205,68,-3936,-2111
1,17,4,"1",4,4,0,1,0,15154,6.6,17000,219,54,-277,208,42,3,"0",4,4,7,0,0,15431,6.6,16792,224,43,277,-208
0,52,4,"0",4,8,7,1,0,14766,6.6,16507,190,53,-2769,-820,17,3,"1",8,4,11,0,0,17535,6.8,17327,229,44,2769,820
0,15,5,"0",9,4,11,1,0,17341,7,18528,209,48,1513,1585,21,4,"1",4,9,8,0,0,15828,7,16943,222,40,-1513,-1585
1,14,1,"1",4,5,0,2,0,15464,7,17833,218,71,-736,-94,25,2,"0",5,4,9,0,0,16200,7,17927,223,60,736,94
1,19,5,"1",8,9,9,0,0,18529,7.2,19610,251,63,1334,656,38,4,"0",9,8,11,1,0,17195,7,18954,202,60,-1334,-656
1,16,2,"0",9,4,17,0,0,18149,7,18067,202,52,3036,1766,15,4,"1",4,9,5,1,0,15113,6.6,16301,222,40,-3036,-1766
0,19,13,"1",3,2,6,1,0,15840,6.6,16848,212,40,1811,-631,43,4,"0",2,3,1,1,0,14029,6.8,17479,221,48,-1811,631
1,14,1,"1",8,6,8,0,0,17915,7.2,19197,215,56,1451,1985,15,1,"0",6,8,9,0,0,16464,7,17212,222,47,-1451,-1985
0,17,5,"1",5,5,7,1,0,16242,7,18244,235,56,-598,-146,24,2,"0",5,5,11,1,0,16840,7,18390,229,59,598,146
1,15,1,"1",10,6,10,1,0,18498,7.2,20017,238,56,1446,1597,14,3,"0",6,10,5,0,0,17052,7,18420,229,56,-1446,-1597
0,18,3,"1",10,9,15,1,1,19120,6.8,17735,219,55,1618,393,19,2,"0",9,10,10,0,0,17502,6.8,17342,207,46,-1618,-393
1,13,6,"0",10,11,13,1,0,17948,6.6,16194,193,35,93,-1276,17,3,"1",11,10,13,0,0,17855,6.8,17470,219,40,-93,1276
0,30,0,"0",6,5,8,0,0,16517,6.6,17531,219,56,1183,887,16,2,"1",5,6,7,0,0,15334,6.6,16644,192,40,-1183,-887
0,20,3,"0",3,7,0,0,0,13452,6.4,15569,170,37,-3453,-720,16,6,"1",7,3,10,1,0,16905,6.6,16289,212,46,3453,720
0,17,1,"0",5,10,3,0,0,15687,6.6,17057,210,58,-1655,-1323,16,2,"1",10,5,12,1,0,17342,7.2,18380,215,45,1655,1323
0,43,2,"0",5,11,4,1,0,14763,6.8,16834,179,47,-4462,-2990,13,2,"1",11,5,11,0,0,19225,7.2,19824,255,51,4462,2990
0,12,3,"0",7,6,8,0,0,16417,6.6,16981,211,56,557,1061,15,2,"1",6,7,9,0,0,15860,6.8,15920,194,48,-557,-1061
1,15,2,"1",9,4,10,0,0,18168,7.4,20892,254,45,2527,3473,14,0,"0",4,9,6,0,0,15641,6.8,17419,220,52,-2527,-3473
0,18,1,"0",7,8,9,0,0,15903,6.8,17263,189,40,-1831,-2604,14,2,"1",8,7,11,2,0,17734,7.2,19867,226,72,1831,2604
1,17,6,"1",2,1,1,1,0,14702,6.6,16741,244,43,649,69,22,3,"0",1,2,1,1,0,14053,6.8,16672,214,42,-649,-69
0,16,1,"0",11,5,10,0,0,18874,7.2,19652,224,41,3091,2498,21,1,"1",5,11,7,0,0,15783,6.6,17154,215,37,-3091,-2498
0,14,4,"0",3,10,3,1,0,15225,7,17939,211,58,-2707,-1826,16,0,"1",10,3,11,0,0,17932,7.4,19765,209,52,2707,1826
0,16,5,"0",4,5,7,0,0,15858,6.8,17491,246,44,-512,-844,20,3,"1",5,4,6,2,0,16370,7,18335,241,52,512,844
0,15,3,"0",4,9,6,0,0,14693,6.6,15883,169,41,-3874,-2423,15,2,"1",9,4,13,0,0,18567,7,18306,223,43,3874,2423
1,16,2,"1",3,2,3,1,0,15574,6.8,17686,217,68,-100,219,17,3,"0",2,3,2,0,0,15674,6.6,17467,240,48,100,-219
0,65,4,"0",3,5,2,0,0,15692,6.6,17765,221,67,506,1580,18,3,"1",5,3,8,1,0,15186,6.8,16185,182,40,-506,-1580
1,11,3,"1",9,1,13,0,0,18297,7.2,19315,251,52,4796,3112,12,1,"0",1,9,0,0,0,13501,6.4,16203,203,53,-4796,-3112
1,21,3,"0",15,16,10,2,0,19247,6.8,16835,205,44,-1709,-1585,80,6,"1",16,15,16,0,0,20956,7,18420,182,44,1709,1585
0,12,2,"0",1,7,1,0,0,15414,6.8,17341,236,54,-553,-114,17,0,"1",7,1,8,0,0,15967,7,17455,194,48,553,114
1,21,2,"0",10,7,15,1,0,19601,7.4,20002,227,76,3190,2346,14,3,"1",7,10,8,1,0,16411,6.8,17656,214,44,-3190,-2346
0,15,1,"0",3,6,0,1,0,15189,6.6,17014,225,56,-1720,-2056,12,4,"1",6,3,3,1,0,16909,7.2,19070,248,61,1720,2056
0,15,2,"1",5,9,3,0,0,16452,6.6,17540,232,51,-480,353,15,1,"0",9,5,10,0,0,16932,6.8,17187,192,32,480,-353
0,13,4,"0",2,5,3,0,0,14899,6.8,17481,238,40,-1081,-631,23,2,"1",5,2,6,1,0,15980,6.8,18112,209,60,1081,631
1,14,4,"1",9,1,9,1,0,18964,7.2,19620,255,44,5436,3459,26,0,"0",1,9,1,0,0,13528,6.4,16161,183,50,-5436,-3459
1,21,3,"1",12,1,14,1,0,18923,7,18586,236,44,5323,2352,52,4,"0",1,12,1,0,0,13600,6.4,16234,191,56,-5323,-2352
0,18,1,"0",7,8,8,0,0,17472,6.8,18276,229,52,-214,-356,13,3,"1",8,7,9,2,0,17686,7,18632,211,52,214,356
0,17,1,"0",3,9,2,1,0,14665,6.2,15990,188,42,-2705,-1757,16,3,"1",9,3,9,0,0,17370,7.2,17747,226,32,2705,1757
1,16,1,"1",5,3,4,1,0,16415,6.8,17432,213,38,1419,82,22,5,"0",3,5,2,1,0,14996,6.8,17350,223,52,-1419,-82
0,18,4,"0",2,11,2,0,0,13960,6.4,15286,191,48,-5431,-4681,35,4,"1",11,2,10,0,1,19391,7.4,19967,200,57,5431,4681
0,15,1,"0",2,11,3,0,0,14773,6.6,16673,202,53,-4125,-2712,17,6,"1",11,2,11,1,0,18898,7.2,19385,237,50,4125,2712
1,13,0,"1",11,5,11,2,0,19181,7.4,19634,247,50,3153,3196,12,2,"0",5,11,10,0,0,16028,6.6,16438,185,61,-3153,-3196
0,13,3,"1",5,8,1,1,0,14528,6.4,16282,175,49,-3991,-3529,34,1,"0",8,5,3,0,0,18519,7.4,19811,239,71,3991,3529
0,14,4,"0",6,7,3,0,0,15827,6.6,17709,218,47,-1694,-603,13,2,"1",7,6,6,1,0,17521,7,18312,239,50,1694,603
0,18,2,"0",6,4,4,1,0,16179,6.8,17928,215,52,989,631,24,4,"1",4,6,3,0,0,15190,6.8,17297,212,44,-989,-631
1,15,5,"0",3,5,5,1,0,15049,6.8,17760,247,45,-1564,-953,16,0,"1",5,3,4,0,0,16613,7.2,18713,242,67,1564,953
0,15,5,"0",3,8,2,0,0,15453,7.2,18464,209,63,-664,615,18,3,"1",8,3,8,1,0,16117,7,17849,180,48,664,-615
1,39,3,"0",1,2,0,1,0,14645,7.2,18690,256,52,-1377,-180,49,3,"1",2,1,2,1,0,16022,7.2,18870,289,56,1377,180
0,14,3,"0",6,7,10,1,0,15766,6.8,16285,197,40,-1089,-2134,15,2,"1",7,6,6,0,0,16855,7,18419,226,38,1089,2134
1,16,2,"1",7,2,10,2,1,18890,7.2,18772,227,67,4234,1695,58,0,"0",2,7,3,0,0,14656,6.6,17077,214,48,-4234,-1695
0,18,1,"0",6,7,7,1,0,16450,7,18541,238,48,-702,-89,12,2,"1",7,6,10,1,0,17152,7,18630,226,47,702,89
0,37,2,"1",6,5,5,1,0,16490,6.8,17576,225,48,-508,-1394,15,2,"0",5,6,3,1,0,16998,7.2,18970,257,72,508,1394
1,16,3,"1",10,4,13,0,0,17408,7.2,18740,193,47,2366,1147,14,4,"0",4,10,5,1,0,15042,6.8,17593,231,44,-2366,-1147
1,18,1,"0",6,6,12,1,0,16951,7,18426,229,49,248,-219,15,1,"1",6,6,7,1,0,16703,6.8,18645,245,60,-248,219
1,14,4,"1",9,5,11,1,0,17120,7,17636,163,56,1426,128,18,3,"0",5,9,2,0,0,15694,6.8,17508,207,52,-1426,-128
0,18,1,"0",2,2,2,0,0,14310,7,17797,207,44,-740,76,15,4,"1",2,2,2,1,0,15050,7,17721,242,47,740,-76
0,18,2,"0",2,4,2,2,0,14689,6.8,18046,241,44,-1724,-262,26,4,"1",4,2,4,0,0,16413,7,18308,260,52,1724,262
1,15,3,"1",8,4,10,1,0,18341,7.4,19070,217,76,3311,2682,14,0,"0",4,8,3,0,0,15030,6.6,16388,228,44,-3311,-2682
0,14,1,"1",6,3,10,0,0,17772,7.2,19337,251,68,3401,2392,52,1,"0",3,6,2,1,0,14371,6.6,16945,204,53,-3401,-2392
0,40,2,"1",4,7,4,0,0,16262,7,18551,224,70,-1293,-625,13,1,"0",7,4,5,0,0,17555,7.2,19176,243,50,1293,625
1,27,0,"0",5,3,7,0,0,16239,7.2,18466,189,60,906,1767,11,3,"1",3,5,3,1,0,15333,6.6,16699,221,60,-906,-1767
0,18,2,"0",6,12,9,0,0,16944,7,17663,193,52,-2761,-2375,14,3,"1",12,6,12,1,0,19705,7.4,20038,227,52,2761,2375
1,14,0,"1",6,4,12,2,0,16939,7,17733,211,56,1419,731,18,3,"0",4,6,6,0,0,15520,6.6,17002,227,54,-1419,-731
0,17,4,"1",2,4,3,0,0,14615,7,18302,221,47,-1530,-1114,16,4,"0",4,2,5,1,0,16145,7.4,19416,243,71,1530,1114
1,39,3,"0",8,8,11,0,0,17706,6.8,18475,231,35,216,1250,17,4,"1",8,8,7,0,0,17490,6.8,17225,204,53,-216,-1250
0,18,0,"1",8,5,7,1,0,17727,7.2,18993,217,64,1521,1915,11,2,"0",5,8,7,1,0,16206,6.8,17078,198,60,-1521,-1915
0,16,1,"0",0,8,0,0,0,12988,6.2,14678,153,78,-5264,-4627,21,5,"1",8,0,10,2,0,18252,7.2,19305,273,44,5264,4627
1,16,1,"1",8,1,8,1,0,17613,7.2,19092,234,48,3949,2440,40,3,"0",1,8,2,0,0,13664,6.6,16652,216,44,-3949,-2440
1,14,5,"1",11,5,12,1,0,18632,7.2,19093,227,44,2907,1175,42,3,"0",5,11,8,0,0,15725,7,17918,204,53,-2907,-1175
1,17,1,"1",5,6,2,1,0,15476,7,18246,233,47,-706,-873,24,4,"0",6,5,7,0,0,16182,7.4,19119,244,36,706,873
0,16,6,"1",4,5,5,0,0,15717,6.8,17679,224,44,-527,-208,62,4,"0",5,4,9,1,0,16244,6.8,17887,199,75,527,208
1,18,3,"0",8,8,8,1,0,18253,6.8,17351,240,50,1683,-172,18,4,"1",8,8,6,0,0,16570,6.8,17523,203,41,-1683,172
0,48,3,"1",3,5,2,0,0,14349,6.6,16271,205,36,-1005,-251,17,4,"0",5,3,3,0,0,15354,6.4,16522,228,40,1005,251
0,16,3,"0",4,6,6,1,0,15407,6.6,17007,232,24,-1122,-302,15,1,"1",6,4,8,0,0,16529,6.8,17309,214,52,1122,302
0,26,3,"1",4,5,4,1,0,15273,6.8,17539,211,60,-808,-311,20,1,"0",5,4,6,0,0,16081,7.2,17850,238,45,808,311
0,14,1,"1",4,6,5,0,0,14868,6.6,16330,182,48,-2281,-1594,14,0,"0",6,4,9,1,0,17149,6.8,17924,209,72,2281,1594
1,19,5,"0",4,4,4,0,0,14892,6.8,17899,199,49,-1750,-628,19,4,"1",4,4,4,1,0,16642,7.2,18527,250,61,1750,628
1,124,1,"1",10,4,12,0,0,18509,7.6,20432,223,72,2974,1421,15,1,"0",4,10,5,1,0,15535,7.4,19011,213,64,-2974,-1421
1,17,5,"0",6,4,9,0,0,17096,7.2,19253,241,63,419,462,14,4,"1",4,6,5,1,0,16677,7.2,18791,247,60,-419,-462
1,15,1,"0",6,3,10,2,0,17377,7.2,19245,247,68,2101,1596,75,2,"1",3,6,5,0,0,15276,6.8,17649,193,59,-2101,-1596
0,17,3,"0",7,7,5,1,0,16554,7,18512,235,33,-776,166,16,3,"1",7,7,14,0,0,17330,6.8,18346,259,36,776,-166
1,17,2,"0",4,5,6,0,0,15256,6.8,16513,210,41,-957,-2267,21,3,"1",5,4,5,1,0,16213,7.2,18780,235,64,957,2267
1,16,2,"1",9,1,7,2,0,17710,7.2,19233,230,55,4311,3239,12,1,"0",1,9,0,0,0,13399,6.6,15994,201,44,-4311,-3239
0,17,0,"0",4,5,3,1,0,15041,7,16622,214,43,-1207,-1748,13,3,"1",5,4,3,0,0,16248,7,18370,228,60,1207,1748
1,13,1,"1",9,3,9,2,0,19027,7.2,19029,247,41,4616,2050,12,2,"0",3,9,1,0,0,14411,6.6,16979,187,54,-4616,-2050
1,15,3,"1",10,6,16,2,0,18718,7.4,18807,214,71,2404,927,17,0,"0",6,10,6,0,0,16314,7,17880,228,60,-2404,-927
0,15,2,"0",7,5,10,1,0,16938,7.2,19399,231,48,600,824,15,1,"1",5,7,8,1,0,16338,7,18575,229,60,-600,-824
1,17,1,"1",7,3,3,0,0,16772,7,18456,255,47,1936,1799,13,3,"0",3,7,4,1,0,14836,6.6,16657,205,55,-1936,-1799
1,15,5,"0",6,13,9,1,0,16035,6.6,16424,160,52,-4685,-3600,19,4,"1",13,6,23,0,0,20720,7.6,20024,244,51,4685,3600
0,14,2,"0",3,3,5,1,0,15518,6.6,16768,234,52,315,-61,19,1,"1",3,3,4,0,0,15203,6.6,16829,216,51,-315,61
0,59,7,"1",7,7,12,1,0,17543,7,17748,195,51,994,-547,37,6,"0",7,7,11,1,0,16549,7,18295,215,36,-994,547
1,18,2,"0",3,4,4,1,0,15829,7,17924,242,56,450,661,12,3,"1",4,3,5,1,0,15379,6.6,17263,239,48,-450,-661
1,12,1,"0",5,8,6,1,0,17389,7,18695,231,63,110,-402,14,2,"1",8,5,9,0,0,17279,7.2,19097,231,59,-110,402
1,17,4,"0",7,7,7,0,0,16683,7.2,18315,231,48,-396,481,11,2,"1",7,7,5,2,0,17079,6.8,17834,246,42,396,-481
0,10,0,"0",6,8,8,0,0,16985,7,18802,240,43,-805,254,14,2,"1",8,6,10,1,0,17790,7,18548,221,53,805,-254
0,14,3,"1",2,8,2,0,0,14904,6.6,15958,222,50,-1302,-1959,19,5,"0",8,2,6,2,0,16206,7,17917,194,50,1302,1959
0,17,8,"1",8,5,12,1,0,17551,6.6,17463,237,43,1763,-239,20,4,"0",5,8,6,0,0,15788,7,17702,213,45,-1763,239
0,38,2,"0",5,9,3,1,0,15278,6.4,16785,186,43,-1993,-2178,17,3,"1",9,5,5,0,0,17271,7,18963,211,49,1993,2178
0,26,1,"0",6,6,5,2,0,15539,6.8,17101,191,56,8,572,17,2,"1",6,6,8,0,0,15531,6.4,16529,208,48,-8,-572
1,39,2,"1",11,8,16,0,0,17860,6.8,17606,172,48,1240,-349,14,2,"0",8,11,6,1,0,16620,6.8,17955,202,51,-1240,349
1,16,1,"1",3,5,2,1,0,15156,6.6,17247,207,61,-1063,-2035,14,1,"0",5,3,4,0,0,16219,7.2,19282,229,44,1063,2035
1,23,7,"1",9,6,11,1,0,18152,7,18823,223,47,22,1773,21,5,"0",6,9,10,1,1,18130,6.6,17050,200,47,-22,-1773
1,17,1,"1",5,4,9,0,0,16587,7,18340,252,48,-16,497,18,6,"0",4,5,5,2,0,16603,7,17843,242,53,16,-497
0,20,3,"0",4,3,5,1,0,15562,7.2,18694,235,62,-526,496,15,4,"1",3,4,2,0,0,16088,7,18198,219,63,526,-496
1,27,5,"0",4,6,4,0,0,14944,6.8,16969,200,40,-916,-659,48,2,"1",6,4,8,1,0,15860,7,17628,193,63,916,659
0,15,2,"0",5,10,8,1,0,15269,6.6,16739,194,37,-2793,-1055,15,1,"1",10,5,13,0,0,18062,6.8,17794,204,45,2793,1055
0,149,2,"0",7,9,7,0,0,17166,7.2,18945,224,52,-1561,925,42,3,"1",9,7,10,2,1,18727,7,18020,177,47,1561,-925
1,15,4,"0",5,11,6,0,0,14813,6.8,16945,182,43,-3707,-1742,19,3,"1",11,5,10,2,0,18520,7.2,18687,225,60,3707,1742
0,19,5,"1",6,10,7,0,0,15787,6.8,16711,205,37,-2457,-1625,22,6,"0",10,6,10,1,0,18244,7,18336,238,53,2457,1625
0,67,3,"0",6,8,4,0,0,14795,6.4,15646,172,50,-2348,-1246,15,3,"1",8,6,10,1,0,17143,6.6,16892,193,37,2348,1246
1,54,1,"1",15,2,15,1,0,19848,7.2,19712,224,52,5275,3662,13,2,"0",2,15,0,0,0,14573,6.6,16050,227,56,-5275,-3662
0,16,3,"1",1,7,1,0,0,13886,6.6,15720,222,36,-3413,-3079,18,3,"0",7,1,3,1,0,17299,7.2,18799,245,46,3413,3079
1,17,1,"0",6,10,4,0,0,16149,6.8,17146,212,44,-1286,-848,17,2,"1",10,6,14,0,0,17435,7,17994,190,35,1286,848
1,37,2,"0",7,7,4,0,0,15312,6.6,16667,174,36,-1785,-1581,11,2,"1",7,7,4,2,0,17097,7,18248,216,68,1785,1581
1,42,2,"1",7,2,10,1,0,17267,7.2,18482,224,44,3107,2096,16,5,"0",2,7,0,0,0,14160,6.6,16386,218,40,-3107,-2096
0,13,0,"0",5,4,3,1,0,15961,7,17670,224,44,-41,-1008,15,1,"1",4,5,2,0,0,16002,7.2,18678,233,60,41,1008
1,15,1,"1",9,7,12,0,0,17704,7,18183,196,68,639,1171,15,1,"0",7,9,10,0,0,17065,6.4,17012,208,39,-639,-1171
0,13,3,"0",1,6,2,0,0,14808,7.2,18642,240,64,-2041,-1090,14,2,"1",6,1,6,1,0,16849,7.4,19732,227,64,2041,1090
0,16,3,"1",5,4,3,1,0,16374,7.2,18711,227,55,412,93,31,5,"0",4,5,1,0,0,15962,7.2,18618,234,64,-412,-93
0,13,5,"1",6,1,11,0,0,16933,7.2,18512,242,52,2836,448,16,1,"0",1,6,0,1,0,14097,6.8,18064,207,56,-2836,-448
1,14,1,"1",11,8,12,0,0,18156,7.2,18548,208,52,957,469,34,4,"0",8,11,5,2,0,17199,6.8,18079,218,52,-957,-469
1,18,4,"0",12,9,9,0,0,19397,7,19301,232,44,2287,2551,12,8,"1",9,12,4,0,0,17110,6.6,16750,184,52,-2287,-2551
0,19,3,"1",7,9,10,0,0,17033,6.8,16630,209,45,-462,-1186,18,5,"0",9,7,9,0,0,17495,7,17816,213,43,462,1186
1,25,0,"0",11,10,7,1,0,19061,7.2,19093,236,50,1362,1592,86,0,"1",10,11,11,0,0,17699,6.8,17501,191,46,-1362,-1592
1,21,2,"0",7,6,3,1,0,16653,7.4,19603,229,72,140,1737,130,1,"1",6,7,5,0,0,16513,7,17866,229,31,-140,-1737
1,11,2,"1",5,8,5,1,0,16781,6.6,17452,237,50,633,-295,16,2,"0",8,5,13,0,0,16148,6.8,17747,180,44,-633,295
0,30,4,"0",5,6,5,0,0,15978,6.8,18068,210,52,-323,214,31,4,"1",6,5,6,1,0,16301,7,17854,203,48,323,-214
1,14,0,"0",3,6,3,0,0,15859,7,19145,241,72,-1296,227,13,5,"1",6,3,7,1,0,17155,7.2,18918,257,40,1296,-227
1,15,1,"0",6,14,6,0,0,16205,6.4,16887,196,56,-3622,-1908,15,1,"1",14,6,16,2,0,19827,7,18795,224,40,3622,1908
1,15,2,"0",10,10,11,0,0,17528,6.8,17194,197,34,-541,546,15,4,"1",10,10,11,1,0,18069,6.6,16648,223,36,541,-546
1,53,2,"1",8,6,9,0,0,17154,7,18697,202,55,1933,2792,17,3,"0",6,8,6,0,0,15221,6.6,15905,174,44,-1933,-2792
0,18,3,"0",4,7,6,0,0,16112,7.2,18339,247,46,-692,-758,38,2,"1",7,4,7,2,0,16804,7.2,19097,223,50,692,758
0,16,2,"0",5,3,7,0,0,16210,7.2,17888,226,36,766,-662,36,2,"1",3,5,2,0,0,15444,6.8,18550,202,72,-766,662
